STATE,LAW ENFORCEMENT AGENCY,TYPE,COUNTY,SUPPORT TYPE,SIGNED,MOA,ADDENDUM
NEW HAMPSHIRE ,Milton Police Department,Municipality,Strafford County,Task Force Model,5/12/2026,link pending,
NEW HAMPSHIRE,New Hampshire State Police Department,State Agency,#N/A,Task Force Model,4/25/2025,link,
NEW HAMPSHIRE,Newton Police Department,Municipality,Rockingham County,Task Force Model,5/14/2026,link pending,
NEW HAMPSHIRE,Ossipee Police Department,Municipality,#N/A,Task Force Model,3/3/2025,link,
NEW HAMPSHIRE,Pittsburgh Police Department,Municipality,#N/A,Task Force Model,3/3/2025,link,
NEW HAMPSHIRE ,Pittsfield Police Department,Municipality,Merrimack County,Task Force Model,5/12/2026,link pending,
NEW HAMPSHIRE,Rockingham County Sheriff's Office ,County,Rockingham County ,Task Force Model,4/24/2025,link,
NEW HAMPSHIRE,Troy Police Department,Municipality,#N/A,Task Force Model,3/17/2025,link,
NEW HAMPSHIRE,Whitefield Police Department,Municipality,Coos County,Task Force Model,3/25/2026,link,
NEW MEXICO,Curry County Sheriff's Office,County,Curry County,Warrant Service Officer,5/13/2025,link,
NEW MEXICO,Torrance County Sheriff's Office,County,Torrance County,Warrant Service Officer,3/28/2026,link,
NEW YORK,Allegany Village Police Department,Municipality,Cattaraugus County,Task Force Model,1/7/2026,link,
NEW YORK,Broome County Sheriff's Office,County,Broome County ,Warrant Service Officer,3/10/2025,link,
NEW YORK,Camden Police Department ,Municipality,#N/A,Task Force Model,7/2/2025,link,
NEW YORK,Cattaraugus County Sheriff's Office ,County ,Cattaraugus County,Task Force Model,11/19/2025,link,
NEW YORK,Madison County Sheriff's Office,County,Madison County,Warrant Service Officer,7/2/2025,link,
NEW YORK,Mohawk Village Police Department ,Municipality,Herkimer County,Task Force Model,3/19/2016,link,
NEW YORK,Nassau County Police Department,County,Nassau County ,Task Force Model,3/10/2025,link,
NEW YORK,Nassau County Sheriff's Office,County,Nassau County ,Warrant Service Officer,2/28/2025,link,
NEW YORK,Niagara County Sheriff's Office,County,Niagara County,Task Force Model,5/8/2025,link,
NEW YORK,Niagara County Sheriff's Office,County,Niagara County,Warrant Service Officer,5/7/2025,link,
NEW YORK,Otsego County Sheriff's Office ,County ,Otsego County,Warrant Service Officer,10/17/2025,link,
NEW YORK,Rensselaer County Sheriff's Office,County,Rensselaer County ,Jail Enforcement Model,6/10/2020,link,
NEW YORK,Steuben County Sheriff's Office,County,Steuben County,Task Force Model,7/23/2025,link,
NEW YORK,Steuben County Sheriff's Office,County,Steuben County,Warrant Service Officer,7/29/2025,link,
NORTH CAROLINA,Alamance County Sheriff's Office,County,Alamance County ,Warrant Service Officer,5/21/2020,link,
NORTH CAROLINA,Avery County Sheriff's Office,County,Avery County ,Warrant Service Officer,7/23/2020,link,
NORTH CAROLINA,Beulaville Police Department ,Municipality,Duplin County,Task Force Model,10/17/2025,link,
NORTH CAROLINA,Brookford Police Department ,Municipality,Catawba County,Task Force Model,9/9/2025,link,
NORTH CAROLINA,Brunswick County Sheriff's Office,County,Brunswick County ,Warrant Service Officer,7/23/2020,link,
NORTH CAROLINA,Cabarrus County Sheriff's Office,County,Cabarrus County ,Jail Enforcement Model,3/11/2020,link,
NORTH CAROLINA,Caldwell County Sheriff's Office,County,Caldwell County ,Warrant Service Officer,3/19/2020,link,
NORTH CAROLINA,Carteret County Sheriff's Office,County,Carteret County,Warrant Service Officer,5/13/2025,link,
NORTH CAROLINA,Catawba County Sheriff's Office,County,Catawba County,Warrant Service Officer,6/11/2025,link,
NORTH CAROLINA,Cherokee County Sheriff's Office,County,Cherokee County ,Warrant Service Officer,3/10/2025,link,
NORTH CAROLINA,Cleveland County Sheriff's Office,County,Cleveland County ,Warrant Service Officer,1/16/2020,link,
NORTH CAROLINA,Columbus County Sheriff's Office,County,Columbus County ,Task Force Model,9/22/2025,link,
NORTH CAROLINA,Columbus County Sheriff's Office,County,Columbus County ,Warrant Service Officer,3/5/2025,link,
NORTH CAROLINA,Craven County Sheriff's Office,County,Craven County ,Warrant Service Officer,3/10/2025,link,
NORTH CAROLINA,Duplin County Sheriff's Office,County,Duplin County ,Warrant Service Officer,6/25/2020,link,
NORTH CAROLINA,Gaston County Sheriff's Office,County,Gaston County ,Jail Enforcement Model,6/9/2020,link,
NORTH CAROLINA,Henderson County Sheriff's Office,County,Henderson County ,Jail Enforcement Model,6/9/2020,link,
NORTH CAROLINA,Kenansville Police Department,Municipality,Duplin County,Task Force Model,5/5/2026,link pending,
NORTH CAROLINA,Lincoln County Sheriff's Office,County,Lincoln County ,Warrant Service Officer,6/5/2020,link,
NORTH CAROLINA,Nash County Sheriff's Office,County,Nash County ,Warrant Service Officer,1/29/2020,link,
NORTH CAROLINA,Newland Police Department ,Municipality,Avery County ,Task Force Model,10/17/2025,link,
NORTH CAROLINA,Onslow County Sheriff's Office,County,Onslow County,Task Force Model,11/4/2025,link,
NORTH CAROLINA,Onslow County Sheriff's Office,County,Onslow County,Warrant Service Officer,3/26/2025,link,
NORTH CAROLINA,Person County Sheriff's Office,County,Person County,Warrant Service Officer,4/13/2026,link pending,
NORTH CAROLINA,Randolph County Sheriff's Office,County,Randolph County ,Warrant Service Officer,5/21/2020,link,
NORTH CAROLINA,Robbins Police Department,Municipality ,Moore County,Task Force Model,12/11/2025,link,
NORTH CAROLINA,Rockingham County Sheriff's Office,County,Rockingham County ,Warrant Service Officer,12/31/2019,link,
NORTH CAROLINA,Union County Sheriff's Office,County,Union County,Warrant Service Officer,5/7/2025,link,
NORTH DAKOTA,Bowman County Sheriff's Office,County,Bowman County,Task Force Model,12/2/2025,link,
NORTH DAKOTA,Bowman County Sheriff's Office,County,Bowman County,Warrant Service Officer,6/17/2025,link,
NORTH DAKOTA,Burke County Sheriff's Office,County,Burke County,Task Force Model,3/13/2026,link,
NORTH DAKOTA,Dickinson Police Department,Municipality,#N/A,Task Force Model,3/7/2025,link,
NORTH DAKOTA,Dunn County Sheriff's Office,County,Dunn County ,Task Force Model,3/10/2025,link,
NORTH DAKOTA,Dunn County Sheriff's Office,County,Dunn County ,Warrant Service Officer,3/10/2025,link,
NORTH DAKOTA,Eddy County Sheriff's Office,County,Eddy County,Task Force Model,5/8/2025,link,
NORTH DAKOTA,McKenzie County Sheriff's Office,County,McKenzie County,Task Force Model,3/17/2025,link,
NORTH DAKOTA,Mercer County Sheriff's Office,County,Mercer County,Task Force Model,6/13/2025,link,
NORTH DAKOTA,Ramsey County Sheriff's Office,County,Ramsey County,Task Force Model,6/13/2025,link,
NORTH DAKOTA,Renville County Sheriff's Office ,County ,Renville County,Task Force Model,11/21/2025,link,
NORTH DAKOTA,Renville County Sheriff's Office ,County ,Renville County,Warrant Service Officer,11/21/2025,link,
NORTH DAKOTA,Williams County Sheriff's Office,County,Williams County,Jail Enforcement Model,4/13/2026,link,
NORTH DAKOTA,Williams County Sheriff's Office,County,Williams County,Task Force Model,4/13/2026,link,
NORTH DAKOTA,Williams County Sheriff's Office,County,Williams County,Warrant Service Officer,4/13/2026,link,
NORTHERN MARIANA ISLANDS,CNMI Department of Corrections,State Agency,#NA,Jail Enforcement Model,1/26/2026,link,
NORTHERN MARIANA ISLANDS,CNMI Department of Public Safety,State Agency,#NA,Task Force Model,1/26/2026,link,
OHIO,Aberdeen Police Department,Municipality,Brown County,Task Force Model,2/23/2026,link,
OHIO,Butler County Sheriff's Office,County,Butler County ,Jail Enforcement Model,2/24/2025,link,
OHIO,Butler County Sheriff's Office,County,Butler County ,Task Force Model,4/2/2025,link,
OHIO,Clermont County Sheriff's Office ,County ,Clermont County ,Task Force Model,11/4/2025,link,
OHIO,Dalton Police Department,Municipality ,Wayne County,Task Force Model,4/17/2026,link pending,
OHIO,Fayette County Sheriff's Office,County,Fayette County,Warrant Service Officer,6/17/2025,link,
OHIO,Fayetteville Police Department,Municipality,Brown County ,Task Force Model,12/10/2025,link,
OHIO,Gratis Police Department ,Municipality,Preble County ,Task Force Model,11/4/2025,link,
OHIO,Jamestown Police Department,Municipality,Greene County,Task Force Model,3/13/2026,link,
OHIO,Lake County Sheriff's Office,County,Lake County,Task Force Model,5/28/2025,link,
OHIO,Lake County Sheriff's Office,County,Lake County,Warrant Service Officer,5/28/2025,link,
OHIO,Peebles Police Department ,Municipality,Adams County,Task Force Model,12/8/2025,link,
OHIO,Portage County Sheriff's Office,County,Portage County,Task Force Model,3/17/2025,link,
OHIO,Portage County Sheriff's Office,County,Portage County,Warrant Service Officer,3/17/2025,link,
OHIO,Russellville Police Department ,Municipality ,Brown County,Task Force Model,1/26/2026,link,
OHIO,Sardinia Police Department ,Municipality,Brown County ,Task Force Model,11/14/2025,link,
OHIO,Seneca County Sheriff's Office,County,Seneca County ,Task Force Model,2/28/2025,link,
OHIO,Seneca County Sheriff's Office,County,Seneca County ,Warrant Service Officer,2/28/2025,link,
OHIO,Spencer Police Department,Municipality,Medina County,Task Force Model,10/17/2025,link,
OHIO,Warren County Sheriff's Office ,County ,Warren County ,Task Force Model,11/14/2025,link,
OKLAHOMA,Achille Police Department,Municipality,Bryan County,Task Force Model,1/7/2026,link,
OKLAHOMA,Afton Police Department,Municipality,Ottawa County,Task Force Model,4/25/2026,link,
OKLAHOMA,Atoka County Sheriff's Office,County,Atoka County,Task Force Model,4/27/2026,link pending,
OKLAHOMA,Barnsdall Police Department,Municipality,Osage County,Task Force Model,9/22/2025,link,
OKLAHOMA,Beggs Police Department ,Municipality,Okmulgee County,Task Force Model,10/17/2025,link,
OKLAHOMA,Bixby Police Department,Municipality ,Tulsa County,Task Force Model,4/30/2026,link pending,
OKLAHOMA,Blaine County Sheriff's Office,County,Blaine County ,Task Force Model,9/9/2025,link,
OKLAHOMA,Blaine County Sheriff's Office,County,Blaine County ,Warrant Service Officer,2/26/2025,link,
OKLAHOMA,Boise City Police Department,Municipality,Cimarron County,Task Force Model,3/31/2026,link,
OKLAHOMA,Bokchito Police Department,Municipality ,Bryant County,Task Force Model,2/10/2026,link,
OKLAHOMA,Caddo Police Department,Municipality ,Bryan County,Task Force Model,3/11/2026,link,
OKLAHOMA,Canadian County Sheriff's Office,County,Canadian County ,Jail Enforcement Model,3/13/2020,link,
OKLAHOMA,Canadian County Sheriff's Office,County,Canadian County ,Task Force Model,3/19/2026,link,
OKLAHOMA,Canadian County Sheriff's Office,County,Canadian County ,Warrant Service Officer,8/28/2025,link,
OKLAHOMA,Caney Police Department,Municipality,Atoka County,Task Force Model,5/12/2026,link pending,
OKLAHOMA,Checotah Police Department,Municipality,McIntosh County,Task Force Model,4/17/2026,link,
OKLAHOMA,Chelsea Police Department,Municipality,Rogers County,Task Force Model,3/6/2026,link,
OKLAHOMA ,Cherokee Police Department,Municipality,Alfalfa County,Task Force Model,5/21/2026,link pending,
OKLAHOMA,Cimarron County Sheriff's Office ,County,Cimarron County,Task Force Model,3/31/2026,link,
OKLAHOMA,Colbert Police Department,Municipality,Bryan County,Task Force Model,3/13/2026,link,
OKLAHOMA ,Colcord Police Department,Municipality,Delaware County,Task Force Model,5/21/2026,link pending,
OKLAHOMA,Collinsville Police Department,Municipality,Tulsa County,Task Force Model,4/22/2026,link,
OKLAHOMA,Craig County Sheriff's Office ,County ,Craig County,Task Force Model,10/17/2025,link,
OKLAHOMA,Creek County Sheriff's Office,County,Creek County,Task Force Model,4/17/2026,link,
OKLAHOMA,Custer County Sheriff's Office,County,Custer Countey,Task Force Model,4/5/2026,link,
OKLAHOMA,Disney Police Department,Municipality,Mayes County,Task Force Model,5/14/2026,link pending,
OKLAHOMA,Geary Police Department,Municipality,Blaine County,Task Force Model,9/9/2025,link,
OKLAHOMA,Grady County Sheriff's Office,County,Grady County,Task Force Model,4/5/2026,link,
OKLAHOMA,Haskell County Sheriff's Office,Municipality ,Haskell County ,Task Force Model,3/28/2026,link,
OKLAHOMA,Hobart Police Department,Municipality,Kiowa County,Task Force Model,1/7/2026,link,
OKLAHOMA,Hughes County Sheriff's Office,County,Hughes County,Task Force Model,5/12/2026,link pending,
OKLAHOMA,Johnston County Sheriff's Office,County,Johnston County,Task Force Model,5/4/2026,link pending,
OKLAHOMA,Keota Police Department ,Municipality,Haskell County,Task Force Model,5/14/2026,link pending,
OKLAHOMA,Kiefer Police Department,Municipality,Creek County ,Task Force Model,4/29/2026,link pending,
OKLAHOMA,Lincoln County Sheriff's Office,County,Lincoln County,Task Force Model,10/17/2025,link,
OKLAHOMA,Lincoln County Sheriff's Office,County,Lincoln County,Warrant Service Officer,5/13/2025,link,
OKLAHOMA,Logan County Sheriff's Office,County,Logan County ,Jail Enforcement Model,2/28/2025,link,
OKLAHOMA,Major County Sheriff's Department,County,Major County,Task Force Model,12/8/2025,link,
OKLAHOMA,McIntosh County Sheriff's Office,County,McIntosh County,Task Force Model,2/10/2026,link,
OKLAHOMA,Minco Police Department,Municipality,Grady County,Task Force Model,5/1/2026,link pending,
OKLAHOMA,Mounds Police Department,Municipality,Creek County,Task Force Model,4/13/2026,link,
OKLAHOMA,Muskogee County Sheriff's Office,County,Muskogee County,Warrant Service Officer,4/16/2025,link,
OKLAHOMA,Noble County Sheriff's Office,County,Noble County,Task Force Model,4/20/2026,link,
OKLAHOMA,Nowata Police Department,Municipality ,Nowata County,Task Force Model,4/30/2026,link pending,
OKLAHOMA,Office of The District Attorney - Eighth District,County,Kay County,Task Force Model,5/4/2026,link pending,
OKLAHOMA,Okfuskee County Sheriff's Office ,County,Okfuskee County,Task Force Model,4/22/2026,link,
OKLAHOMA,Oklahoma Bureau of Investigation,State Agency,#N/A,Task Force Model,2/18/2025,link,
OKLAHOMA,Oklahoma Bureau of Narcotics,State Agency,#N/A,Task Force Model,2/18/2025,link,
OKLAHOMA,Oklahoma Department of Corrections,State Agency,#N/A,Warrant Service Officer,2/25/2025,link,
OKLAHOMA,Oklahoma Department of Corrections,State Agency,#N/A,Jail Enforcement Model,2/25/2025,link,
OKLAHOMA,Oklahoma Department of Public Safety,State Agency,#N/A,Task Force Model,2/18/2025,link,
OKLAHOMA,Okmulgee County Criminal Justice Authority,County,Okmulgee County,Warrant Service Officer,2/24/2025,link,
OKLAHOMA,Okmulgee County District Attorney's Office,County ,Okmulgee County,Task Force Model,8/28/2025,link,
OKLAHOMA,Okmulgee County Sheriff's Office,County,Okmulgee County,Task Force Model,2/25/2026,link,
OKLAHOMA,Ottawa County Sheriff's Office ,County,Ottawa County,Task Force Model,2/23/2025,link,
OKLAHOMA,Piedmont Police Department,Municipality,Canadian County,Task Force Model,5/26/2026,link pending,
OKLAHOMA,Porum Police Department,Municipality,Muskogee County,Task Force Model,4/27/2026,link pending,
OKLAHOMA,Roland Police Department,Municipality ,Sequoyah County,Task Force Model,2/17/2026,link,
OKLAHOMA,Salina Police Department,Municipality,Mayes County,Task Force Model,5/24/2026,link pending,
OKLAHOMA,Sequoyah County Sheriff's Office ,County ,Sequoyah County ,Task Force Model,10/17/2025,link,
OKLAHOMA,Sterling Police Department,Municipality,#N/A,Task Force Model,3/7/2025,link,
OKLAHOMA,Stigler Police Department,Municipality,Haskell County,Task Force Model,5/12/2026,link pending,
OKLAHOMA,Stratford Police Department,Municipality ,Garvin County,Task Force Model,2/10/2026,link,
OKLAHOMA,Stringtown Police Department,Municipality,Atoka County,Task Force Model,3/8/2026,link,
OKLAHOMA,Talala Police Department,Municipality,Rogers County,Task Force Model,4/27/2026,link pending,
OKLAHOMA,Texas County Sheriff's Office ,County ,Texas County ,Task Force Model,3/28/2026,link,
OKLAHOMA,Texas County Sheriff's Office ,County ,Texas County ,Warrant Service Officer,7/23/2025,link,
OKLAHOMA,Tulsa County Sheriff's Office,County,Tulsa County ,Jail Enforcement Model,6/8/2020,link,link
OKLAHOMA,Tushka Police Department,Municipality ,Atoka County,Task Force Model,4/30/2026,link pending,
OKLAHOMA,Vinita Police Department,Municipality,#N/A,Task Force Model,5/13/2025,link,
OKLAHOMA,Washita County Sheriff's Office,County,Washita County,Task Force Model,3/23/2026,link,
OKLAHOMA,Weatherford Police Department ,Municipality,Custer County,Task Force Model,12/8/2025,link,
PENNSYLVANIA,Beaver County Sheriff's Office ,County ,Beaver County ,Task Force Model,8/28/2025,link,
PENNSYLVANIA,Benton Borough Police Department ,Municipality,Columbia County,Task Force Model,11/4/2025,link,
PENNSYLVANIA,Bessemer Borough Police Department,Municipality ,Lawrence County,Task Force Model,1/26/2026,link,
PENNSYLVANIA,Bradford County Sheriff's Office,County,Bradford County,Warrant Service Officer,3/26/2025,link,
PENNSYLVANIA,Bradford Police Department,Municipality ,McKean County,Task Force Model,1/26/2026,link,
PENNSYLVANIA,Briar Creek Township Police Department,Municipality,Columbia County ,Task Force Model,5/21/2026,link pending,
PENNSYLVANIA,Butler County Sheriff's Office,County,Butler County,Task Force Model,6/12/2025,link,
PENNSYLVANIA,Butler Township Police Department,Municipality,Luzerne County,Task Force Model,4/23/2026,link,
PENNSYLVANIA,Cambria County Prison,County,Cambria County,Warrant Service Officer,7/31/2025,link,
PENNSYLVANIA,Carroll Township Police Department,Municipality ,York County,Task Force Model,4/17/2026,link,
PENNSYLVANIA,Catawissa Borough Police Department,Municipality,Columbia County,Task Force Model,5/14/2026,link pending,
PENNSYLVANIA,Center Township Police Department ,Municipality ,Beaver County ,Task Force Model,12/2/2025,link,
PENNSYLVANIA,Chippewa Township Police Department ,Municipality,Beaver County,Task Force Model,12/8/2025,link,
PENNSYLVANIA,Constable Unity Township,Municipality,Westmoreland County,Task Force Model,7/15/2025,link,
PENNSYLVANIA,Coolspring Township Constable's Office,Municipality,Mercer County ,Task Force Model,7/18/2025,link,
PENNSYLVANIA,Cornwall Borough Police Department,Municipality,Lebanon County ,Task Force Model,2/23/2026,link,
PENNSYLVANIA,County of Franklin / Franklin County Jail ,County,Franklin County,Warrant Service Officer,3/7/2025,link,
PENNSYLVANIA,Damascus Township Constable,Municipality,#N/A,Task Force Model,4/29/2025,link,
PENNSYLVANIA,Danville Borough Police Department,Municipality,Montour County,Task Force Model,5/13/2026,link pending,
PENNSYLVANIA,East Donegal Township Constables Office ,Municipality,#N/A,Task Force Model,7/15/2025,link,
PENNSYLVANIA,East Franklin Township Police Department,Municipality,Armstrong County ,Task Force Model,1/7/2026,link,
PENNSYLVANIA,East Pennsylvania Township Constable Office,Municipality,Cumberland County ,Task Force Model,8/28/2025,link,
PENNSYLVANIA,Eastern Pike Regional Police Department,Municipality,Pike County,Task Force Model,5/12/2026,link pending,
PENNSYLVANIA,Fannett Township Constables Office,Municipality,Franklin County ,Task Force Model,7/24/2025,link,
PENNSYLVANIA,Frackville Borough Police Department,Municipality,Schuylkill County,Task Force Model,3/17/2026,link,
PENNSYLVANIA,Franklin County Sheriffs Office,County,Franklin County,Task Force Model,3/10/2025,link,
PENNSYLVANIA,Franklin Township Police Department,Municipality,Beaver County,Task Force Model,3/1/2026,link pending,
PENNSYLVANIA,Gaines Township PA State Constable ,Municipality,Tioga County,Task Force Model,10/17/2025,link,
PENNSYLVANIA,Greene Township Constable's Office,Municipality,Erie County ,Task Force Model,7/15/2025,link,
PENNSYLVANIA,Greene Washington Regional Police Department,Municipality ,Greene County,Task Force Model,1/30/2026,link,
PENNSYLVANIA,Hazleton Police Department ,Municipality ,Luzerne County,Task Force Model,3/11/2026,link,
PENNSYLVANIA,Hellam Township Police Department,Municipality ,York County,Task Force Model,4/17/2026,link,
PENNSYLVANIA,Hemlock Township Police Department,Municipality,Columbia County,Task Force Model,5/17/2026,link pending,
PENNSYLVANIA,Hughesville Borough Police Department,Municipality,Lycoming County ,Task Force Model,3/21/2026,link,
PENNSYLVANIA,Jackson Township Police Department,Municipality,Luzerne County,Task Force Model,5/5/2026,link pending,
PENNSYLVANIA,Juniata County Sheriff's Office,County,Juniata County,Task Force Model,6/11/2025,link,
PENNSYLVANIA,Kittanning Borough Police Department,Municipality,Armstrong County,Task Force Model,1/8/2026,link,
PENNSYLVANIA,Kline Township Police Department,Municipality,Schuylkill County,Task Force Model,4/27/2026,link pending,
PENNSYLVANIA,Lancaster County District Attorney's Office ,County ,Lancaster County,Task Force Model,8/28/2025,link,
PENNSYLVANIA,Lancaster County Sheriff's Office,County,Lancaster County,Task Force Model,4/24/2025,link,
PENNSYLVANIA,Lansdowne Borough Constable's Office,Municipality,Delaware County,Task Force Model,8/28/2025,link,
PENNSYLVANIA,Lebanon County District Attorney's Office,County,Lebanon County,Task Force Model,2/10/2026,link,
PENNSYLVANIA,Lebanon County Regional Police Department ,Municipality ,Lebanon County,Task Force Model,2/10/2026,link,
PENNSYLVANIA,Lebanon County Sheriff's Office ,County,Lebanon County,Task Force Model,2/10/2026,link,
PENNSYLVANIA,Lewistown Borough Constable's Office,Municipality ,Miffin County ,Task Force Model,1/26/2026,link,
PENNSYLVANIA,Locust Township Police Department,Municipality,Columbia County,Task Force Model,3/31/2026,link,
PENNSYLVANIA,Lower Burrell Fourth Ward Constable,Municipality,Westmoreland County,Task Force Model,5/16/2025,link,
PENNSYLVANIA,Luzerne County District Attorney's Office,County,Luzerne County,Task Force Model,7/7/2025,link,
PENNSYLVANIA,Mahoning TWP Police Department - Montour,Municipality,Montour County,Task Force Model,4/15/2026,link pending,
PENNSYLVANIA,Mahanoy City Borough Police Department,Municipality ,Schuylkill County,Task Force Model,2/10/2026,link,
PENNSYLVANIA,Mahanoy Township Police Department,Municipality ,Schuylkill County,Task Force Model,2/17/2026,link pending,
PENNSYLVANIA,Mahoning Township Police Department,Municipality,Lawrence,Task Force Model,3/31/2026,link,
PENNSYLVANIA,Manheim Borough Police Department,Municipality,#N/A,Task Force Model,6/18/2025,link,
PENNSYLVANIA,Manor Township Police Department,Municipality,Armstrong County ,Task Force Model,10/17/2025,link,
PENNSYLVANIA,McAdoo Borough Police Department,Municipality,Schuylkill County ,Task Force Model,5/13/2026,link pending,
PENNSYLVANIA,Milton Borough Police Department,Municipality,Northumberland County,Task Force Model,5/9/2026,link pending,
PENNSYLVANIA,Minersville Borough Police Department,Municipality,Schuylkill County,Task Force Model,5/17/2026,link pending,
PENNSYLVANIA,Montour County Sheriff's Office,County,Montour County,Task Force Model,6/12/2025,link,
PENNSYLVANIA,Montoursville Borough Police Department,Municipality,Lycoming County,Task Force Model,4/8/2026,link,
PENNSYLVANIA,Mount Carmel Borough Police Departmentq,Municipality,Northumberland County,Task Force Model,5/24/2026,link pending,
PENNSYLVANIA,Mount Carmel Township Police Department,Municipality,Northumberland County,Task Force Model,3/17/2026,link,
PENNSYLVANIA,Mount Holly Springs Borough Police Department,Municipality ,Cumberland County,Task Force Model,2/14/2026,link,
PENNSYLVANIA,Muncy Borough Police Department,Municipality ,Lycoming County,Task Force Model,4/17/2026,link,
PENNSYLVANIA,New Sewickley Township Police Department,Municipality,#N/A,Task Force Model,7/2/2025,link,
PENNSYLVANIA,Northern York County Regional Police Department,Municipality,York County,Task Force Model,4/25/2026,link,
PENNSYLVANIA,Northwest Regional Police Department,Municipality,#N/A,Task Force Model,4/23/2025,link,
PENNSYLVANIA,Orange Township Police Department,Municipality,Columbia County,Task Force Model,3/6/2026,link,
PENNSYLVANIA,Orwigsburg Borough Police Department,Municipality,Schuylkill County,Task Force Model,3/25/2026,link,
PENNSYLVANIA,Pennsylvania State Constable Office Honey Brook Precinct 1,Municipality,Chester County,Task Force Model,10/17/2025,link,
PENNSYLVANIA,Pennsylvania State Constable's Office So Middleton Twp,Municipality,Cumberland County ,Task Force Model,8/28/2025,link,
PENNSYLVANIA,"Pennsylvania State Constable's Office, Cooke Township",Municipality,Cumberland County ,Task Force Model,8/28/2025,link,
PENNSYLVANIA,Port Carbon Borough Police Department,Municipality,Schuylkill County,Task Force Model,5/28/2026,link pending,
PENNSYLVANIA,Pottsville City Police Department,Municipality,Schuylkill County,Task Force Model,5/14/2026,link pending,
PENNSYLVANIA,Preston Township Constable's Office,Municipality,#N/A,Task Force Model,5/8/2025,link,
PENNSYLVANIA,Raccoon Township Police Department,Municipality,Beaver County,Task Force Model,2/25/2026,link,
PENNSYLVANIA,Reynoldsville Borough Police Department,Municipality,Jefferson County,Task Force Model,12/12/2025,link,
PENNSYLVANIA,Riverside Borough Police Department,Municipality,Northumberland County,Task Force Model,5/18/2026,link pending,
PENNSYLVANIA,Rochester Borough Police Department,Municipality,Beaver County,Task Force Model,5/14/2026,link pending,
PENNSYLVANIA,Salem Township Police Department,Municipality,Luzerne County,Task Force Model,3/13/2026,link,
PENNSYLVANIA,Sayre Borough Police Department,Municipality,Bradford County,Task Force Model,4/23/2026,link,
PENNSYLVANIA,Schuylkill County Sheriff's Office ,County,Schuylkill County,Task Force Model,1/26/2026,link,
PENNSYLVANIA,Schuylkill Haven Borough Police Department,Municipality,Schuylkill County,Task Force Model,4/5/2026,link,
PENNSYLVANIA,Scott Township Police Department,Municipality,Columbia County ,Task Force Model,5/21/2026,link pending,
PENNSYLVANIA,Sewickley Township Constable's Office,Municipality,#N/A,Task Force Model,5/8/2025,link,
PENNSYLVANIA,Shamokin City Police Department,Municipality,Northumberland County,Task Force Model,3/25/2026,link,
PENNSYLVANIA,Shenandoah Borough Police Department,Municipality,"
Schuylkill County",Task Force Model,2/25/2026,link,
PENNSYLVANIA,Shohola Township Constable's Office,Municipality,Pike County ,Task Force Model,2/18/2026,link,
PENNSYLVANIA,Somerset County District Attorney's Office,County ,Somerset County ,Task Force Model,8/28/2025,link,
PENNSYLVANIA,South Centre Township Police Department,Municipality,Columbia County,Task Force Model,5/13/2026,link pending,
PENNSYLVANIA,South Lebanon Township Police Department,Municipality ,Lebanon County,Task Force Model,2/10/2026,link,
PENNSYLVANIA,South Londonderry Township Police Department,Municipality,Lebanon County,Task Force Model,5/4/2026,link pending,
PENNSYLVANIA,South Williamsport Borough Police Department,Municipality,Lycoming County,Task Force Model,5/12/2026,link pending,
PENNSYLVANIA,"Southhampton Twp. Cumberland City, Constables Office",Municipality,Cumberland County ,Task Force Model,9/9/2025,link,
PENNSYLVANIA,Springdale Borough Police Department ,Municipality,Allegheny County ,Task Force Model,11/6/2025,link,
PENNSYLVANIA,Stowe Township Police Department ,Municipality ,Allegheny County,Task Force Model,12/11/2025,link,
PENNSYLVANIA,Sunbury City Police Department,Municipality,Northumberland County,Task Force Model,5/9/2026,link pending,
PENNSYLVANIA,Susquehanna Regional Police Department,Municipality,Lancaster County,Task Force Model,9/9/2025,link,
PENNSYLVANIA,Troy Township PA State Constable ,Municipality,Bradford County ,Task Force Model,9/9/2025,link,
PENNSYLVANIA,Union Township Police Department ,Municipality,Washington County,Task Force Model,11/4/2025,link,
PENNSYLVANIA,Washington County Sheriff's Office,County,Washington County,Task Force Model,6/18/2025,link,
PENNSYLVANIA,Weatherly Borough Police Department ,Municipality,Carbon County,Task Force Model,5/28/2026,link pending,
PENNSYLVANIA,West Hazleton Borough Police Department,Municipality,Luzerne County,Task Force Model,3/19/2026,link,
PENNSYLVANIA,West Mahanoy Township Police Department,Municipality,Schuylkill County ,Task Force Model,5/13/2026,link pending,
PENNSYLVANIA,West York Borough Police Department,Municipality,York County,Task Force Model,8/4/2025,link,
PENNSYLVANIA,Wyoming County District Attorney's Office,County,Wyoming County,Task Force Model,4/13/2026,link,
PENNSYLVANIA,York County Regional Police Department ,Municipality,York County,Task Force Model,3/21/2026,link,
SOUTH CAROLINA,Anderson County Sheriff's Office,County,Anderson County,Warrant Service Officer,6/12/2025,link,
SOUTH CAROLINA,Barnwell Police Department,Municipality,Barnwell County,Task Force Model,5/9/2026,link pending,
SOUTH CAROLINA,Batesburg-Leesville Police Department,Municipality,Lexignton County,Task Force Model,4/27/2026,link pending,
SOUTH CAROLINA,Beaufort County Sheriff's Office,County ,Beaufort County,Task Force Model,7/31/2025,link,
SOUTH CAROLINA,Berkeley County Sheriff's Office,County,Berkeley County,Task Force Model,5/8/2025,link,
