STATE,LAW ENFORCEMENT AGENCY,TYPE,COUNTY,SUPPORT TYPE,SIGNED,MOA,ADDENDUM
SOUTH CAROLINA,Berkeley County Sheriff's Office,County,Berkeley County,Warrant Service Officer,5/8/2025,link,
SOUTH CAROLINA,Burnettown Police Department,Municipality,Aiken County,Task Force Model,5/26/2026,link pending,
SOUTH CAROLINA,Bowman Police Department,Municipality,Orangeburg County,Task Force Model,4/22/2026,link,
SOUTH CAROLINA,Charleston County Sheriff's Office,County,Charleston County ,Warrant Service Officer,3/10/2025,link,
SOUTH CAROLINA,Chester County Sheriff's Office,County,Chester County,Task Force Model,6/12/2025,link,
SOUTH CAROLINA,Chester County Sheriff's Office,County,Chester County ,Warrant Service Officer,3/10/2025,link,
SOUTH CAROLINA,Clinton Police Department,Municipality ,Laurens County,Task Force Model,1/26/2026,link,
SOUTH CAROLINA,Coward Police Department,Municipality,#N/A,Task Force Model,6/13/2025,link,
SOUTH CAROLINA,Dorchester County Sheriff's Office,County,Dorchester County,Warrant Service Officer,6/12/2025,link,
SOUTH CAROLINA,Duncan Police Department,Municipality,#N/A,Task Force Model,6/11/2025,link,
SOUTH CAROLINA,Elloree Police Department,Municipality,Orangeburg County,Task Force Model,1/7/2026,link,
SOUTH CAROLINA,Eutawville Police Department ,Municipality,Orangeburg County,Task Force Model,11/18/2025,link,
SOUTH CAROLINA,Gaston Police Department ,Municipality ,Lexington County,Task Force Model,12/11/2025,link,
SOUTH CAROLINA,Georgetown County Sheriff's Office,County,Georgetown County,Task Force Model,7/15/2025,link,
SOUTH CAROLINA,Georgetown County Sheriff's Office,County,Georgetown County,Warrant Service Officer,7/2/2025,link,
SOUTH CAROLINA,Greenville County Sheriff's Office,County,Greenville County,Warrant Service Officer,3/21/2025,link,
SOUTH CAROLINA,Harleyville Police Department,Municipality,Dorchester County,Task Force Model,2/23/2026,link,
SOUTH CAROLINA,Holly Hill Police Department,Municipality,#N/A,Task Force Model,6/16/2025,link,
SOUTH CAROLINA,Horry County Sheriff's Office,County,Horry County ,Jail Enforcement Model,6/9/2020,link,
SOUTH CAROLINA,Jasper County Sheriff's Office,County,Jasper County,Task Force Model,3/8/2026,link,
SOUTH CAROLINA,Kershaw County Sheriff's Office,County,Kershaw County,Task Force Model,4/10/2025,link,
SOUTH CAROLINA,Lancaster County Sheriff's Office,County,Lancaster County,Warrant Service Officer,4/2/2025,link,
SOUTH CAROLINA,Lexington County Sheriff's Department ,County,Lexington County ,Jail Enforcement Model,6/8/2020,link,
SOUTH CAROLINA,McCormick County Sheriff's Office,County,McCormick County,Warrant Service Officer,6/25/2025,link,
SOUTH CAROLINA,Newberry County Sheriff's Office,County,Newberry County,Warrant Service Officer,6/25/2025,link,
SOUTH CAROLINA,North Police Department,Municipality,Orangeburg County,Task Force Model,2/18/2026,link,
SOUTH CAROLINA,Oconee County Sheriff's Office,County,Oconee County,Warrant Service Officer,3/27/2025,link,
SOUTH CAROLINA,Olanta Police Department ,Municipality,Florence County,Task Force Model,9/22/2025,link,
SOUTH CAROLINA,Pelion Police Department,Municipality,Lexington County,Task Force Model,12/18/2025,link,
SOUTH CAROLINA,Perry Police Department,Municipality,Aiken County,Task Force Model,3/24/2026,link,
SOUTH CAROLINA,Pickens County Sheriff's Office,County,Pickens County,Task Force Model,5/16/2025,link,
SOUTH CAROLINA,Pickens County Sheriff's Office,County,Pickens County,Warrant Service Officer,5/22/2025,link,
SOUTH CAROLINA,Pine Ridge Police Department,Municipality,Lexington County,Task Force Model,4/20/2026,link,
SOUTH CAROLINA,Ridge Spring Police Department,Municipality ,Saluda County,Task Force Model,4/30/2026,link pending,
SOUTH CAROLINA,Ridgeway Police Department,Municipality,Fairfield County,Task Force Model,2/23/2026,link,
SOUTH CAROLINA,Salley Police Department,Municipality,Aiken County ,Task Force Model,3/25/2026,link,
SOUTH CAROLINA,Santee Police Department,Municipality,Orangeburg County,Task Force Model,12/16/2025,link,
SOUTH CAROLINA,Scranton Police Department,Municipality,Florence County ,Task Force Model,7/31/2025,link,
SOUTH CAROLINA,South Carolina Department of Public Safety ,State Agency,#NA,Task Force Model,8/28/2025,link,
SOUTH CAROLINA,South Carolina Law Enforcement Division,State Agency,#N/A,Task Force Model,3/7/2025,link,
SOUTH CAROLINA,Spartanburg County Sheriff's Office,County,Spartanburg County,Warrant Service Officer,4/2/2025,link,
SOUTH CAROLINA,Union County Sheriff's Office,County,Union County,Task Force Model,6/12/2025,link,
SOUTH CAROLINA,Union County Sheriff's Office,County,Union County,Warrant Service Officer,6/12/2025,link,
SOUTH CAROLINA,York County Sheriff's Office,County,York County ,Jail Enforcement Model,6/9/2020,link,
SOUTH DAKOTA,Centerville Police Department,Municipality ,Turner County ,Task Force Model,1/26/2026,link,
SOUTH DAKOTA,Hughes County Sheriff's Office,County,Hughes County ,Warrant Service Officer,3/7/2025,link,
SOUTH DAKOTA,Minnehaha County Sheriff's Office,County,Minnehaha County,Warrant Service Officer,3/17/2025,link,
SOUTH DAKOTA,South Dakota Department of Corrections,State Agency,#NA,Warrant Service Officer,8/28/2025,link,
SOUTH DAKOTA,South Dakota Department of Corrections,State Agency,#NA,Jail Enforcement Model,7/25/2025,link,
SOUTH DAKOTA,South Dakota Division of Criminal Investigation,State Agency,#N/A,Task Force Model,6/11/2025,link,
SOUTH DAKOTA,South Dakota Highway Patrol,State Agency,#N/A,Task Force Model,5/22/2025,link,
SOUTH DAKOTA,Viborg Police Department,Municipality ,Turner County,Task Force Model,3/28/2026,link,
TENNESSEE,Bedford County Sheriff's Office,County,Bedford County,Warrant Service Officer,2/18/2026,link,
TENNESSEE,Bradley County Constable District 1,Municipality,Bradley County ,Task Force Model,9/22/2025,link,
TENNESSEE,Bradley County Constable District 2,Municipality,Bradley County,Task Force Model,5/24/2026,link pending,
TENNESSEE,Bradley County Constable District 6,Municipality,Bradley County,Task Force Model,10/17/2025,link,
TENNESSEE,Bradley County Constable District 7,County ,Bradley County ,Task Force Model,9/9/2025,link,
TENNESSEE,Bradley County Sheriff's Office,County ,Bradley County,Jail Enforcement Model,12/9/2025,link,
TENNESSEE,Bradley County Sheriff's Office,County ,Bradley County,Warrant Service Officer,10/17/2025,link,
TENNESSEE,Carter County Sheriff's Office,County ,Carter County ,Warrant Service Officer,11/4/2025,link,
TENNESSEE,Clay County Sheriff's Office ,County ,Clay County,Warrant Service Officer,9/9/2025,link,
TENNESSEE,Cocke County Sheriff's Office,County ,Cocke County,Warrant Service Officer,12/12/2025,link,
TENNESSEE,Coffee County Sheriff's Office,County,Coffee County,Warrant Service Officer,7/2/2025,link,
TENNESSEE,Cumberland County Sheriff's Office,County,Cumberland County,Warrant Service Officer,6/25/2025,link,
TENNESSEE,Dekalb County Sheriff's Office,County ,Dekalb County,Warrant Service Officer,11/6/2025,link,
TENNESSEE,Dickson County Sheriff's Office ,County,Dickson County,Warrant Service Officer,3/11/2026,link,
TENNESSEE,Dyer County Sheriff's Office,County,Dyer County ,Warrant Service Officer,7/2/2025,link,
TENNESSEE,Estill Springs Police Department,Municipality,Franklin County,Task Force Model,1/7/2026,link,
TENNESSEE,Franklin County Sheriff's Office ,County,Franklin County,Jail Enforcement Model,7/7/2025,link,
TENNESSEE,Franklin County Sheriff's Office ,County,Franklin County,Warrant Service Officer,10/17/2025,link,
TENNESSEE,Giles County Sheriff's Office,County,Giles County,Warrant Service Officer,4/16/2025,link,
TENNESSEE,Grainger County Sheriff's Office,County,Grainger County,Warrant Service Officer,6/17/2025,link,
TENNESSEE,Greenbrier Police Department,Municipality,Robertson County,Task Force Model,5/4/2026,link pending,
TENNESSEE,Greene County Sheriff’s Office,County,Greene County,Jail Enforcement Model,6/9/2020,link,
TENNESSEE,Grundy County Constable District 3,Municipality,Grundy County,Task Force Model,1/7/2026,link,
TENNESSEE,Grundy County Sheriff's Office ,County,Grundy County,Warrant Service Officer,7/7/2025,link,
TENNESSEE,Hardin County Sheriff's Office,County,Hardin County,Warrant Service Officer,5/12/2026,link pending,
TENNESSEE,Hamblen County Sheriff's Office,County,Hamblen County,Warrant Service Officer,5/9/2026,link pending,
TENNESSEE,Hamilton County Sheriff's Office,County,Hamilton County,Jail Enforcement Model,3/17/2025,link,
TENNESSEE,Hancock County Sheriff's Office,County,Hancock County,Warrant Service Officer,11/24/2025,link,
TENNESSEE,Haywood County Sheriff's Office,County,Haywood County,Warrant Service Officer,7/15/2025,link,
TENNESSEE,Hendersonville Police Department,Municipality,Sumner County,Task Force Model,4/23/2026,link,
TENNESSEE,Humphreys County Sheriff's Office,County,Humphreys County,Task Force Model,5/28/2026,link pending,
TENNESSEE,Humphreys County Sheriff's Office,County,Humphreys County,Warrant Service Officer,5/28/2026,link pending,
TENNESSEE,Jefferson County Sheriff's Office ,County ,Jefferson County ,Warrant Service Officer,11/4/2025,link,
TENNESSEE,Jellico Police Department,Municipality ,Campbell County,Task Force Model,4/30/2026,link pending,
TENNESSEE,Knox County Sheriff’s Office,County,Knox County,Jail Enforcement Model,6/8/2020,link,
TENNESSEE,Lawrence County Sheriff's Office,County,Lawrence County,Jail Enforcement Model,3/25/2026,link,
TENNESSEE,Lawrence County Sheriff's Office,County,Lawrence County,Task Force Model,3/25/2026,link,
TENNESSEE,Lawrence County Sheriff's Office,County,Lawrence County,Warrant Service Officer,3/25/2026,link,
TENNESSEE,Lincoln County Sheriff's Office ,County,Lincoln County,Warrant Service Officer,11/14/2025,link,
TENNESSEE,Macon County Sheriff's Office,County,Macon County,Task Force Model,4/29/2026,link pending,
TENNESSEE,Macon County Sheriff's Office,County,Macon County,Warrant Service Officer,6/3/2025,link,
TENNESSEE,Madison County Sheriff's Office,County,Madison County,Task Force Model,11/18/2025,link,
TENNESSEE,Madison County Sheriff's Office,County,Madison County,Warrant Service Officer,7/2/2025,link,
TENNESSEE,Marion County Sheriff's Office,County ,Marion County ,Warrant Service Officer,11/21/2025,link,
TENNESSEE,McMinn County Sheriff's Office,County,McMinn County,Warrant Service Officer,7/18/2025,link,
TENNESSEE,Meigs County Sheriff's Office,County,Meigs County,Warrant Service Officer,1/26/2026,link,
TENNESSEE,Metropolitan Moore County Sheriff's Office ,County ,Moore County ,Warrant Service Officer,11/6/2025,link,
TENNESSEE,Monroe County Constable District 2,Municipality,Monroe County,Task Force Model,9/22/2025,link,
TENNESSEE,Monroe County Sheriff's Office,County ,Monroe County,Jail Enforcement Model ,8/28/2025,link,
TENNESSEE,Montgomery County Sheriff's Office ,County ,Montgomery County,Warrant Service Officer,10/17/2025,link,
TENNESSEE,Morgan County Sheriff's Office,County,Morgan County ,Jail Enforcement Model,6/12/2025,link,
TENNESSEE,Mosheim Police Department ,Municipality,Greene County ,Task Force Model,9/9/2025,link,
TENNESSEE,Obion County Sheriff's Office,County,Obion County,Warrant Service Officer,2/23/2026,link,
TENNESSEE,Overton County Sheriff's Office,County,Overton County,Warrant Service Officer,2/23/2026,link pending,
TENNESSEE,Polk County Constable District 2,Municipality,Polk County,Task Force Model,1/7/2026,link,
TENNESSEE,Polk County Constable District 4,Municipality,Polk County,Task Force Model,11/4/2025,link,
TENNESSEE,Polk County Sheriff's Office ,County ,Polk County,Warrant Service Officer,9/9/2025,link,
TENNESSEE,Putnam County Sheriff's Office,County,Putnam County,Task Force Model,6/24/2025,link,
TENNESSEE,Putnam County Sheriff's Office,County,Putnam County ,Jail Enforcement Model,2/24/2025,link,
TENNESSEE,Robertson County Sheriff's Office,County,Robertson County,Warrant Service Officer,7/7/2025,link,
TENNESSEE,Rutherford County Sheriff's Office ,County ,Rutherford County ,Warrant Service Officer,8/28/2025,link,
TENNESSEE,Sequatchie County Sheriff's Office,County,Sequatchie County,Warrant Service Officer,1/26/2026,link,
TENNESSEE,Sevier County Constable District 5,Municipality,Sevier County,Task Force Model,3/6/2026,link,
TENNESSEE,Sevier County Sheriff's Office ,County ,Sevier County,Task Force Model,11/6/2025,link,
TENNESSEE,Sevier County Sheriff's Office ,County ,Sevier County,Warrant Service Officer,11/6/2025,link,
TENNESSEE,Sevierville Police Department ,Municipality,Sevier County,Task Force Model,11/4/2025,link,
TENNESSEE,Shelby County Sheriff's Office ,County ,Shelby County,Warrant Service Officer,11/4/2025,link,
TENNESSEE,Sparta Police Department ,Municipality,Sparta-White County,Task Force Model,8/6/2025,link,
TENNESSEE,Sullivan County Constable District 1,Municipality,Sullivan County,Task Force Model,5/21/2026,link pending,
TENNESSEE,Sullivan County Sheriff's Office,County,Sullivan County,Task Force Model,10/17/2025,link,
TENNESSEE,Sullivan County Sheriff's Office,County,Sullivan County,Warrant Service Officer,5/22/2025,link,
TENNESSEE,Sumner County Sheriff's Office,County,Sumner County,Warrant Service Officer,4/29/2025,link,
TENNESSEE,Tennessee Department of Corrections,State Agency,#N/A,Jail Enforcement Model,6/16/2025,link,
TENNESSEE,Tennessee Department of Safety and Homeland Security ,State Agency,#N/A,Task Force Model,5/13/2025,link,
TENNESSEE,Trousdale County Sheriff's Office ,County ,Trousdale County ,Warrant Service Officer,8/28/2025,link,
TENNESSEE,Unicoi County Sheriff's Office ,County ,Unicoi County,Warrant Service Officer,12/2/2025,link,
TENNESSEE,Van Buren County Sheriff's Office ,County,Van Buren County,Warrant Service Officer,11/14/2025,link,
TENNESSEE,Warren County Sheriff's Office,County ,Warren County ,Warrant Service Officer,9/9/2025,link,
TENNESSEE,Washington County Sheriff's Office,County ,Washington County,Warrant Service Officer,11/5/2025,link,
TENNESSEE,Weakley County Sheriff's Office,County,Weakley County ,Warrant Service Officer,1/26/2026,link,
TENNESSEE,Wilson County Sheriff's Office ,County,Wilson County ,Warrant Service Officer,1/26/2026,link,
TEXAS,Alice Police Department ,Municipality,Jim Wells County,Task Force Model,12/17/2025,link,
TEXAS,Anderson County Sheriff's Office,County,Anderson County,Warrant Service Officer,6/18/2025,link,
TEXAS,Andrews County Sheriff's Office ,County,Andrews County ,Warrant Service Officer,11/14/2025,link,
TEXAS,Angelina County Sheriff's Office,County,Angelina County,Warrant Service Officer,6/18/2025,link,
TEXAS,Aransas County Sheriff's Office,County,Aransas County ,Jail Enforcement Model,6/8/2020,link,link
TEXAS,Archer County Sheriff's Office,County ,Archer County ,Task Force Model,2/20/2026,link,
TEXAS,Archer County Sheriff's Office,County ,Archer County ,Warrant Service Officer,8/28/2025,link,
TEXAS,Armstrong County Sheriff's Office,County,Armstrong County,Task Force Model,1/26/2026,link,
TEXAS,Arp Police Department ,Municipality,Smith County ,Task Force Model,11/14/2025,link,
TEXAS,Atascosa County Sheriff's Office,County,Atascosa County,Task Force Model,5/8/2025,link,
TEXAS,Austin County Sheriff's Office,County,Austin County,Warrant Service Officer,4/16/2025,link,
TEXAS,Azle Police Department,Municipality,Tarrant County,Task Force Model,4/22/2026,link,
TEXAS,Bailey County Sheriff's Office,County,Bailey County,Warrant Service Officer,7/31/2025,link,
TEXAS,Balcones Heights Police Department,Municipality,Bexar County,Task Force Model,1/7/2026,link,
TEXAS,Ballinger Police Department,Municipality,Runnels County,Task Force Model,3/21/2026,link,
TEXAS,Bastrop County Sheriff's Office ,County ,Bastrop County ,Task Force Model,12/8/2025,link,
TEXAS,Bastrop County Sheriff's Office ,County ,Bastrop County ,Warrant Service Officer,9/22/2025,link,
TEXAS,Baylor County Sheriff's Office,County,Baylor County,Task Force Model,3/8/2026,link,
TEXAS,Bayou Vista Police Department,Municipality,Galveston County,Task Force Model,2/23/2026,link,
TEXAS,Bee County Sheriff's Office,County,Bee County ,Task Force Model,1/7/2026,link,
TEXAS,Bee County Sheriff's Office,County,Bee County ,Warrant Service Officer,2/24/2025,link,
TEXAS,Beeville Police Department,Municipality,Bee County,Task Force Model,3/25/2026,link,
TEXAS,Bell County Sheriff's Office,County ,Bell County ,Warrant Service Officer,8/28/2025,link,
